PC1,PC2,condition
-1.5088224724401955,1.3179707970868937,1
0.32963390355125277,-0.36332309343136115,1
0.9117700953683339,-1.1317271385107541,0
2.693875224644315,-0.47476378205786407,0
-1.0018489294616562,1.1876253395799963,0
-1.2058669311875185,-0.6621933543017586,0
-1.753814886507893,0.8057961795334432,1
-2.738375960116455,0.46796394103282196,1
-2.5387789186383705,0.9533488332003336,0
2.0019790726246116,0.06813571528219392,0
0.9923948898996943,0.36049608021032115,0
-0.3675871196378654,0.40620927707769866,0
-0.7600472309527798,0.36644591797050874,0
1.2851526784224474,1.7624541112727954,0
0.6514747308109322,1.6787600622879006,0
0.8117391311559207,-0.8158466963065654,1
-1.352797533891286,0.0231856753230808,1
0.826837777743011,0.6704750102007057,1
-1.5616701270241211,-0.551198411239007,1
2.6888517689014586,-0.14066726004578078,0
-0.99106466646047,-2.097086782322358,1
0.35431819037454393,3.0757734436319595,1
2.3955636065215535,0.39635125775401026,0
1.562213521220549,1.211216104022418,0
2.147818427909589,0.3317886055195331,0
-1.9299182025810107,-1.8606490513938878,1
-1.8702642821824242,-0.36537058132025696,1
-3.4803429831029424,1.514299070934312,1
-0.23596201412583626,-0.9326985085678868,0
-0.004911778151527858,-2.417839297429245,1
0.06586530365670865,0.5775164556767247,0
-2.166167177865016,0.3911597521412317,1
-0.46125419729491,2.601206119312668,0
-0.5216431822586513,1.6015274058763054,0
-1.0624782259642982,-0.38546374434469655,1
-1.7415677929799376,0.446573764262046,1
0.18634078525127606,-0.18463656336522694,0
-0.2548386372449609,1.5821770373537478,0
-0.9041648572759774,-0.4857642329124431,0
-0.2950263413210108,0.6074174306277859,0
1.1364006536891305,0.13037856834811729,0
0.38413032278250314,-0.11645261674481366,1
0.7994512603137591,-0.1604651077582881,0
1.9691326252441697,0.06480066668268167,0
0.5481550782139897,2.0236313229891567,1
-0.8386514696949104,-1.0361839758150717,1
0.14012100053046797,0.427763050902682,0
-1.5552106172563336,0.527987532405762,1
-1.7563076530674018,0.2576158005782582,0
1.040473822257887,0.8360167096664551,0
-0.7860615360781951,-0.5740631610673795,1
0.295407679004226,-2.457707870798602,1
-0.1002917750411205,-0.6931406378105889,1
-0.03200786350840843,-2.1089828613484864,0
-2.000642811543554,-1.1695470205876664,1
1.7138027291343623,0.29840360682167166,1
-0.4023668693852852,1.6441666898842469,0
-1.800239354397877,0.19926396742744024,1
-1.1429294377375387,0.3047243308881441,0
-0.27950366779338576,-0.1742841089670194,1
-1.4430893414181012,-0.36209929592719936,1
-0.5669488713826144,0.02801651154459356,1
0.9766365832270757,0.565842787485505,0
2.8071898904042896,-0.9366487178548079,0
-0.2627500946484199,0.5828571902240609,1
1.4248114871092925,0.1763334572234337,0
0.7246583846745597,-0.9635603162356566,0
-1.4055779404395303,-1.958512731665758,1
-0.25857517152290377,-0.545235967808847,1
-2.5276987530929977,-0.4830448476770096,1
1.251833465928826,0.08652605681201092,1
0.7516451317935166,-0.7606982612613418,0
-2.1809090664294883,-1.0947912665547421,1
-0.00025449215237397654,-0.5981602749814369,0
-2.1121412595927946,1.8567886836292908,1
2.2244506863970264,-0.7447171178126023,0
0.7732022568132185,0.02504395454114311,0
-2.3230526778065697,-0.8607409650311523,1
1.9336777288069362,-0.8743822057291468,0
1.2842052733006175,0.7872817835691198,0
2.0229089015521824,0.2163039992520555,0
-1.5215428411987186,3.8780489746202664,0
-2.3496894356166065,-0.7852616368016735,1
2.262587158173544,-1.780049921910396,0
-1.6387493572331109,-0.018345749431253805,0
1.6793683002095918,-0.4533767927429623,0
-0.6901451938475746,1.9038464323940483,1
-1.56456127848801,-0.49660802924863723,1
-2.0808776860152007,-0.9863102050127367,1
2.940111701948172,-1.0044276440954216,0
1.3854891019936513,0.612156762251499,0
-0.24050157159158156,1.080326441948109,0
0.08315813257897547,1.211832659682409,0
0.9269485605048162,0.6872291979367905,0
1.9974535126676736,-0.26663255348750203,0
0.5321818556669887,0.03067039311696501,1
1.9845041581234841,0.8276182505649337,0
1.834867778735872,-1.1840050905850257,0
2.928636584015706,-0.8368590426933974,0
-0.05638157161344085,0.3391401683926071,1
-2.108162673417314,-0.013082941482385396,1
0.9318949755118625,-0.7271695007645997,0
0.3946003705155591,1.1324569395490296,1
0.4576357395133625,-0.4539629730216901,0
0.2349246195346855,-1.2811321140800978,1
-1.6914092951990796,-0.5900383824193062,0
-0.9923890240482142,-1.0376374223907812,1
-0.6850361892415364,2.9370300697643024,0
0.1811980730538393,-0.22705038925004828,0
-1.437924703860354,0.09321658382019338,1
-2.015364815369643,-1.1706162775288034,1
-2.8778912105008785,1.2560267581371982,1
0.8798001573890287,0.8750694741632083,0
0.13645260041666457,0.31611124259939044,1
0.6873943950258355,-1.5915509886412278,0
1.2732273327574457,0.719432011147889,0
-0.7955908909741548,1.002512478508439,1
2.5809487703241434,-0.6922571265159153,0
-0.1546292983447208,-0.561879662901108,1
-2.901177530908555,2.0587767567591513,1
0.7615670354872348,0.5231945497813304,0
0.04623287380067364,-0.9787276204133096,0
0.49997514203614435,0.2598416062192209,0
1.5264280704614532,0.22202177534622317,0
2.097065792137895,-0.7551836429001333,1
0.21049420206641242,-0.3732155931953063,0
1.5460732721772754,-1.8031131726084357,0
0.6550629678556027,-1.6785546885468419,1
-1.3234547782988568,1.0835972289973812,1
1.6267107619142191,0.5357293816555366,0
-2.063726596831777,-1.3585939742858528,1
0.44005851715054994,0.7596891947409218,0
0.541567096820231,-0.5705361834118484,1
2.0235372680979955,0.17628756413924346,0
3.255327362437252,-1.1881030727404194,0
-1.2403520420830736,-0.052214437567741995,1
-1.861664444221354,-0.09025535540037288,0
1.2828462381133354,0.8403437176478392,0
1.9858905011043666,0.7492474159405994,0
0.024589309420542042,0.06402713974096817,1
0.9830135062909712,-1.6971347973760347,0
-2.659984429188918,1.304457883767372,1
-0.7950007973566744,-2.5906589814862233,1
1.7786203546698538,-0.2591577803863383,0
-3.23699734589853,0.22371854354413534,1
0.47726561431243,0.16543463543873127,0
-0.674539639399636,3.2886882788407656,0
-2.983106429690384,-2.0412006920241015,1
0.3529486276523025,0.4279776232577236,0
-1.1412590361655963,-2.4369654731351273,1
-0.6084375899136453,1.7661798171149514,1
-2.009059363415557,-0.8709562584889557,1
-3.201304868634332,-1.1449121563647688,1
-1.9653921274734008,0.9661077798580213,1
2.563157368558394,-1.026242657782904,0
-2.202493008494228,-1.6507152355272217,1
-0.7228843819890192,3.0557983976623415,0
-0.7070858392578103,1.2761045033353633,1
0.5925178928424003,0.06179385999514675,1
0.5852127340942653,1.2612887659303738,1
-1.8301908264991316,-0.5161680880127486,1
1.8073002268276215,-0.613171572999529,0
-1.3900509902354377,0.48488146183836345,1
-1.0689980299935387,-0.8866033013629956,1
0.15725122509761466,0.7077772436933505,1
1.5550577274578306,0.5720276558308515,0
0.002879435163914444,-1.1701324583461243,0
-0.7515628093177987,-0.23579884250707495,1
-0.15394590104902037,-0.799011963203985,0
1.1544666964425527,0.6217807389529076,0
0.8939654332386914,1.4625274388796248,0
-1.9711997905939553,-0.5349921643406229,1
-0.6241895829041513,-0.6356747666342183,1
-1.4866058622778988,0.627056336770376,1
1.8209487075509585,-1.574931489875718,1
2.264744764042516,-0.2551654346427731,0
-1.3219916006195789,-0.4869810068825462,1
-1.373602349079699,1.1210656140386597,0
1.4435227991914783,0.04848578225067063,0
0.33654127456756294,0.059484396307840554,1
-0.5015283780355395,-0.10889071304850406,1
0.776477591050146,-0.8607127704453207,0
0.06284674530658865,0.25163765041352715,0
-2.4201447158034886,-0.43011207869337,1
-0.4524953240372763,-0.8410239636951807,1
1.4043774351184326,0.15486109276139026,0
2.3302408534719805,-0.31191006496069174,0
1.5281444638982669,-0.3636074645889035,0
0.4458637851923435,1.3280002154129646,0
-1.8155182260713165,-1.2137230070931007,1
-1.6952456708994337,1.717559439855128,1
-0.4856358735266826,1.4483227554269784,1
0.5773133999736839,-1.8060980827314128,1
-0.8329218208979342,-0.9976742019802841,1
1.1286584262628885,0.8174515455022789,0
-0.35968183486352007,-1.0256358169113335,0
-0.5583934377391143,-0.9686317125457792,0
0.8667393491964525,0.5450887019533266,0
0.27656806155875474,1.8979158434196561,1
-1.8520593328748063,-0.7151369021457961,1
-0.39364768041710935,0.31617227356144906,1
-0.8465121685341104,-0.333120089663535,1
-0.6332200372207738,-0.4065554595347187,0
1.1385524773580824,-0.6260299311798813,0
2.0238650618746137,0.41783240695236373,0
0.6799748030304017,-0.5341096565986515,0
-0.18478306915051315,-1.8523891208780343,1
0.5266812307184559,-1.2079591685663083,0
0.5597131283379638,1.2091159858384182,0
3.1184302548675404,-0.5236933664510796,0
1.3231317589393645,1.1489588886298194,0
1.701609946124165,-0.27817080518076104,0
0.6622867976677629,1.24909931246424,0
0.4967519633442472,1.4122795773004428,0
-0.9073902960754837,-1.742965515672052,0
0.16160797114689346,0.46904466711385734,0
1.3612504020791911,-1.2576293665531817,0
0.5727600411739183,0.10509484215784864,0
-2.131039426405168,-0.8477319382627558,1
1.140714024646514,-0.5658841258880863,0
-0.9867332863551811,0.7233162462720698,0
0.6762891023867078,-0.5779464616215212,1
1.2920353641306972,1.6215236369684733,0
0.3097497508368287,2.134039087500258,0
-0.015590479738451936,-0.05100223979372642,0
0.9702356858829494,1.5155925446111764,0
0.9419622730635774,0.2745722499514346,0
-0.6448294375339286,-0.342343594877617,1
-0.7608949405141728,-0.42832374329546474,1
0.6124703425005498,0.007970900069749584,1
-2.233767032577038,0.17625754021611995,1
-0.05829006828613823,-1.0366538826731881,0
0.9742130229201279,-0.2737203763412654,0
1.075880215076068,0.8582641123632594,0
-2.5601239894392904,-0.8441368858970519,1
-0.6083202338152922,-1.950628708862626,0
1.4816104893199928,-1.1715076963790847,0
-1.6740922451201887,0.5014125745354923,1
-2.2272388179488014,-1.0630982800656978,1
1.1403192817395407,0.38215296702932233,0
-2.1188013552490315,-1.1290714353574027,1
2.157416816631694,-0.5935153017290774,0
-0.7802123589832562,0.5152804293721664,1
-1.4722017482405805,0.34163290385591305,1
-0.4513077139091969,-1.6421503572722194,1
-0.5494286688403143,1.3021549603341498,1
0.9240326075826123,-0.38332823011135814,0
1.489866594392766,0.4339591708232493,0
1.8807289748140026,-0.5205094036421003,1
-0.7419812467224406,0.7431052245020632,0
1.8042683772119468,0.46620488669138604,0
-0.14062848757308968,-0.2145825611441463,1
1.354160943658395,-0.03921958109693824,0
-1.23688381433706,-0.27171303136708863,1
-0.9370076457945413,0.5222041587209885,1
0.05318174812781986,2.3419287740917416,1
0.43306960705710934,0.06143904861776697,1
-1.8211181714747329,-0.5645582678144724,1
1.2881855195007643,-0.9305547107879278,1
-1.3662252727358755,0.9369140130913644,1
0.0962624318183253,1.7505667685671242,0
-0.48076123963259776,1.3983563257261573,0
-0.3973812214135076,0.8501601740397694,0
-0.3823194175438668,-3.0642968194275904,1
2.0871522325687653,0.5874935478563718,0
1.350621522242789,0.03145631943536406,0
-1.3161026762113253,-1.3944081076868025,1
1.9820529675513592,-1.3873299122722602,0
1.1705544525610554,0.6189292770181168,0
-2.253381571483116,-1.0940408148632494,1
-2.0736109860751153,0.13200847811309308,1
2.0876119518271263,-0.7006658330567758,0
-2.2556633062658573,-1.2141075054272048,1
-1.6724801743757525,0.5830026580144578,0
1.7072395632610837,1.1980435132431015,0
2.125489582044417,0.23307422688274065,0
-1.8438960864836889,-0.5118036051053089,1
-2.0618218394188714,-1.3462941630187815,1
0.4428336594708583,-1.5729078831464718,1
-2.7549568005160694,0.8391712984649389,1
0.5649770671114137,-0.05523475362940633,0
1.0091789139465657,0.1492635505372424,0
1.3565794946663654,-0.4680218899641865,1
2.1886279853228845,0.20646149666008923,0
1.0324319603518928,0.4075676212761486,0
2.0158515755040534,1.6552976094561718,0
0.21363940910299145,-0.7182654356685788,0
0.35200434405863545,2.1190555882024356,1
-1.6401754994421047,-1.1936346846875967,1
-0.21129614075089606,1.0988557251969142,0
1.344439645844847,-0.12177277325606012,1
1.362770702371553,-0.6400850197286202,0
-0.9721143982439585,2.428207706497548,0
3.5081464300383147,-0.08193373180281227,0
-0.5158599337527715,-0.015471927000905522,1
-0.4934120583416551,-1.1068916219052007,1
0.9996065308848535,0.7520311909983114,0
